"Connected","Activation lock","Full OS","Model","Serial","Battery","Carrier network","IMEI","Name","Tags","ICCID","Supervised?","Managed?","Missing apps"
"2021-07-27T23:11:46.000Z","Disabled","9.3.5","iPod Touch 5G","CCQN82C7G22T","57%","-","-","CCQN82C7G22T","","-","Yes","Yes","0"
"2021-08-01T06:42:11.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNJ87TG22T","99%","-","-","CCQNJ87TG22T","","-","Yes","Yes","0"
"2021-08-01T07:28:02.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNJ88GG22T","100%","-","-","CCQNJ88GG22T","","-","Yes","Yes","0"
"2021-07-19T00:06:19.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNJ8JCG22T","99%","-","-","CCQNJ8JCG22T","","-","Yes","Yes","0"
"2021-08-01T06:45:52.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNJ9LEG22T","100%","-","-","CCQNJ9LEG22T","","-","Yes","Yes","0"
"2021-07-19T00:08:36.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK26LG22T","88%","-","-","CCQNK26LG22T","","-","Yes","Yes","0"
"2021-08-01T05:43:03.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK3ZFG22T","100%","-","-","CCQNK3ZFG22T","","-","Yes","Yes","0"
"2021-07-29T05:22:24.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK46FG22T","100%","-","-","CCQNK46FG22T","","-","Yes","Yes","0"
"2021-07-28T13:20:38.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK487G22T","99%","-","-","CCQNK487G22T","","-","Yes","Yes","1"
"2021-07-27T21:04:51.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK48PG22T","63%","-","-","CCQNK48PG22T","","-","Yes","Yes","0"
"2021-07-20T03:48:11.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK49QG22T","54%","-","-","CCQNK49QG22T","","-","Yes","Yes","0"
"2021-08-01T07:51:37.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK4EXG22T","79%","-","-","CCQNK4EXG22T","","-","Yes","Yes","0"
"2021-07-31T06:44:03.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK4FFG22T","100%","-","-","CCQNK4FFG22T","","-","Yes","Yes","0"
"2021-06-10T03:22:41.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK4GRG22T","28%","-","-","CCQNK4GRG22T","","-","Yes","Yes","0"
"2021-06-10T01:37:55.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK4H2G22T","28%","-","-","CCQNK4H2G22T","","-","Yes","Yes","0"
"2021-06-30T04:34:00.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK4HEG22T","27%","-","-","CCQNK4HEG22T","","-","Yes","Yes","0"
"2021-07-19T00:19:50.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK4HJG22T","92%","-","-","CCQNK4HJG22T","","-","Yes","Yes","0"
"2021-06-16T16:59:10.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK4J7G22T","100%","-","-","CCQNK4J7G22T","DevDevice","-","Yes","Yes","1"
"2021-08-01T06:38:28.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK4NDG22T","100%","-","-","CCQNK4NDG22T","recently-added","-","Yes","Yes","0"
"2021-07-19T00:08:03.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK4PQG22T","89%","-","-","CCQNK4PQG22T","","-","Yes","Yes","1"
"2021-07-27T04:26:29.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK4RUG22T","75%","-","-","CCQNK4RUG22T","","-","Yes","Yes","0"
"2021-06-10T00:34:11.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK4SGG22T","100%","-","-","CCQNK4SGG22T","","-","Yes","Yes","1"
"2021-07-20T03:38:42.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK4YXG22T","11%","-","-","CCQNK4YXG22T","","-","Yes","Yes","1"
"2021-07-18T23:46:13.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK5EJG22T","100%","-","-","CCQNK5EJG22T","","-","Yes","Yes","0"
"2021-08-01T06:48:48.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNK5LVG22T","100%","-","-","CCQNK5LVG22T","","-","Yes","Yes","0"
"2021-07-27T23:25:25.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNL6JDG22V","64%","-","-","CCQNL6JDG22V","","-","Yes","Yes","0"
"2021-08-01T07:42:13.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNL6ZPG22V","100%","-","-","CCQNL6ZPG22V","","-","Yes","Yes","0"
"2021-07-27T23:11:22.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNL72DG22V","68%","-","-","CCQNL72DG22V","","-","Yes","Yes","0"
"2021-07-29T05:19:50.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNL72WG22V","100%","-","-","CCQNL72WG22V","","-","Yes","Yes","0"
"2019-12-02T10:28:50.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNL7DUG22V","20%","-","-","CCQNL7DUG22V","","-","Yes","Yes","3"
"2021-08-01T05:28:37.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNL7EVG22V","100%","-","-","CCQNL7EVG22V","","-","Yes","Yes","0"
"2021-06-10T01:07:41.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNMEXKG22V","20%","-","-","CCQNMEXKG22V","","-","Yes","Yes","0"
"2021-06-10T03:39:11.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNMEY4G22V","23%","-","-","CCQNMEY4G22V","","-","Yes","Yes","2"
"2021-08-01T06:34:21.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNMF3HG22V","100%","-","-","CCQNMF3HG22V","","-","Yes","Yes","0"
"2021-07-29T09:43:13.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNN052G22V","87%","-","-","CCQNN052G22V","recently-added","-","Yes","Yes","2"
"2021-08-01T07:23:56.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNN09CG22V","100%","-","-","CCQNN09CG22V","","-","Yes","Yes","0"
"2021-08-01T06:44:35.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNN09YG22V","100%","-","-","CCQNN09YG22V","","-","Yes","Yes","0"
"2021-08-01T06:53:50.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNNG8XG22Q","100%","-","-","CCQNNG8XG22Q","","-","Yes","Yes","0"
"2019-12-20T05:10:18.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNNL3NG22Q","15%","-","-","CCQNNL3NG22Q","","-","Yes","Yes","3"
"2021-08-01T07:38:03.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNNL8ZG22Q","100%","-","-","CCQNNL8ZG22Q","","-","Yes","Yes","0"
"2021-08-01T06:49:54.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNNLUKG22Q","100%","-","-","CCQNNLUKG22Q","","-","Yes","Yes","0"
"2021-06-10T03:19:20.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNNN08G22Q","100%","-","-","CCQNNN08G22Q","","-","Yes","Yes","0"
"2021-06-17T17:12:42.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNNN7JG22Q","15%","-","-","CCQNNN7JG22Q","","-","Yes","Yes","0"
"2021-06-10T02:56:11.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNNNDXG22Q","28%","-","-","CCQNNNDXG22Q","","-","Yes","Yes","0"
"2021-07-19T00:13:07.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNNNP6G22Q","99%","-","-","CCQNNNP6G22Q","","-","Yes","Yes","0"
"2019-12-10T04:51:15.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP1L9G22Q","11%","-","-","CCQNP1L9G22Q","","-","Yes","Yes","3"
"2021-06-20T05:22:00.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP1M3G22Q","100%","-","-","CCQNP1M3G22Q","","-","Yes","Yes","0"
"2021-06-10T00:09:15.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP28JG22Q","25%","-","-","CCQNP28JG22Q","","-","Yes","Yes","1"
"2021-06-10T03:23:33.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP2EPG22Q","30%","-","-","CCQNP2EPG22Q","","-","Yes","Yes","2"
"2021-06-10T03:05:53.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP2GZG22Q","11%","-","-","CCQNP2GZG22Q","","-","Yes","Yes","0"
"2021-08-01T05:22:53.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP2LAG22Q","100%","-","-","CCQNP2LAG22Q","","-","Yes","Yes","0"
"2021-08-01T06:53:02.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP2M2G22Q","15%","-","-","CCQNP2M2G22Q","","-","Yes","Yes","0"
"2021-07-19T00:05:28.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP2V5G22Q","99%","-","-","CCQNP2V5G22Q","","-","Yes","Yes","0"
"2021-07-01T07:38:13.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP2WZG22Q","97%","-","-","CCQNP2WZG22Q","","-","Yes","Yes","0"
"2021-07-27T20:19:30.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP355G22Q","23%","-","-","CCQNP355G22Q","","-","Yes","Yes","0"
"2021-08-01T07:43:59.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP37ZG22Q","100%","-","-","CCQNP37ZG22Q","","-","Yes","Yes","0"
"2021-06-10T03:09:01.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP3JLG22Q","25%","-","-","CCQNP3JLG22Q","","-","Yes","Yes","0"
"2021-08-01T06:46:18.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP3KGG22Q","100%","-","-","CCQNP3KGG22Q","","-","Yes","Yes","0"
"2021-06-30T02:22:12.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP3MVG22Q","28%","-","-","CCQNP3MVG22Q","","-","Yes","Yes","0"
"2021-06-30T13:14:39.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP3REG22Q","89%","-","-","CCQNP3REG22Q","","-","Yes","Yes","0"
"2021-07-29T04:15:24.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP3RFG22Q","69%","-","-","CCQNP3RFG22Q","","-","Yes","Yes","0"
"2021-06-10T03:18:33.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP4GMG22Q","43%","-","-","CCQNP4GMG22Q","","-","Yes","Yes","0"
"2021-07-18T23:56:08.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP56WG22Q","100%","-","-","CCQNP56WG22Q","","-","Yes","Yes","0"
"2021-06-10T01:08:31.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP5XPG22R","27%","-","-","CCQNP5XPG22R","","-","Yes","Yes","0"
"2021-06-10T03:12:01.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP5XSG22R","17%","-","-","CCQNP5XSG22R","","-","Yes","Yes","0"
"2021-08-01T06:53:41.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP5YSG22R","46%","-","-","CCQNP5YSG22R","","-","Yes","Yes","1"
"2021-07-25T22:22:25.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP5YTG22R","18%","-","-","CCQNP5YTG22R","","-","Yes","Yes","0"
"2021-08-01T07:32:57.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP5ZLG22R","100%","-","-","CCQNP5ZLG22R","","-","Yes","Yes","0"
"2021-07-26T13:08:31.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP60EG22R","23%","-","-","CCQNP60EG22R","","-","Yes","Yes","0"
"2021-08-01T06:53:46.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP60QG22R","100%","-","-","CCQNP60QG22R","","-","Yes","Yes","0"
"2021-06-10T03:43:53.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP60SG22R","56%","-","-","CCQNP60SG22R","","-","Yes","Yes","0"
"2021-07-01T07:38:56.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP60TG22R","100%","-","-","CCQNP60TG22R","","-","Yes","Yes","1"
"2019-04-07T06:38:22.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP60XG22R","100%","-","-","CCQNP60XG22R","","-","Yes","Yes","3"
"2021-08-01T07:52:09.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP623G22R","61%","-","-","CCQNP623G22R","","-","Yes","Yes","0"
"2021-07-26T08:46:45.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP63DG22R","12%","-","-","CCQNP63DG22R","","-","Yes","Yes","0"
"2021-07-19T00:00:07.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP63HG22R","93%","-","-","CCQNP63HG22R","","-","Yes","Yes","0"
"2021-08-01T06:41:52.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP63QG22R","100%","-","-","CCQNP63QG22R","","-","Yes","Yes","0"
"2020-05-14T07:30:57.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP640G22R","54%","-","-","CCQNP640G22R","","-","Yes","Yes","2"
"2021-08-01T06:33:44.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP64GG22R","12%","-","-","CCQNP64GG22R","","-","Yes","Yes","0"
"2021-06-25T07:50:31.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP64HG22R","11%","-","-","CCQNP64HG22R","","-","Yes","Yes","0"
"2021-06-10T02:46:33.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP64RG22R","100%","-","-","CCQNP64RG22R","","-","Yes","Yes","0"
"2021-06-10T04:11:31.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP651G22R","28%","-","-","CCQNP651G22R","","-","Yes","Yes","0"
"2021-07-01T07:51:54.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP67FG22R","100%","-","-","CCQNP67FG22R","","-","Yes","Yes","0"
"2021-07-19T00:22:43.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP67UG22R","100%","-","-","CCQNP67UG22R","","-","Yes","Yes","0"
"2021-07-19T00:12:57.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP6AKG22R","91%","-","-","CCQNP6AKG22R","","-","Yes","Yes","0"
"2021-07-25T21:14:52.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP6CDG22R","18%","-","-","CCQNP6CDG22R","","-","Yes","Yes","0"
"2021-06-10T05:15:37.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP6FRG22R","27%","-","-","CCQNP6FRG22R","","-","Yes","Yes","0"
"2021-08-01T06:44:45.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP6HYG22R","100%","-","-","CCQNP6HYG22R","","-","Yes","Yes","0"
"2021-06-10T01:02:37.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP6JDG22R","27%","-","-","CCQNP6JDG22R","","-","Yes","Yes","0"
"2021-07-01T07:38:53.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP6MBG22R","100%","-","-","CCQNP6MBG22R","","-","Yes","Yes","0"
"2021-08-01T06:51:07.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNP6MTG22R","95%","-","-","CCQNP6MTG22R","","-","Yes","Yes","0"
"2019-12-10T20:45:56.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNPFTGG22V","18%","-","-","CCQNPFTGG22V","","-","Yes","Yes","3"
"2021-06-10T03:03:19.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNPFTLG22V","25%","-","-","CCQNPFTLG22V","","-","Yes","Yes","0"
"2021-07-19T00:20:18.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNPFYAG22V","100%","-","-","CCQNPFYAG22V","","-","Yes","Yes","0"
"2019-12-08T06:00:32.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNPFYEG22V","11%","-","-","CCQNPFYEG22V","","-","Yes","Yes","3"
"2021-08-01T01:53:25.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNPFYWG22V","31%","-","-","CCQNPFYWG22V","","-","Yes","Yes","0"
"2021-07-29T00:16:40.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNPG4VG22V","100%","-","-","CCQNPG4VG22V","","-","Yes","Yes","0"
"2021-06-10T04:05:34.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNPG57G22V","20%","-","-","CCQNPG57G22V","","-","Yes","Yes","0"
"2021-07-27T20:50:16.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNPG95G22V","87%","-","-","CCQNPG95G22V","","-","Yes","Yes","0"
"2021-08-01T07:41:18.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNPGA2G22V","100%","-","-","CCQNPGA2G22V","","-","Yes","Yes","0"
"2021-07-19T00:06:41.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNPGB6G22V","100%","-","-","CCQNPGB6G22V","","-","Yes","Yes","0"
"2021-06-10T03:07:26.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNPGFXG22V","34%","-","-","CCQNPGFXG22V","","-","Yes","Yes","0"
"2021-06-10T03:07:59.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNPGJ7G22V","38%","-","-","CCQNPGJ7G22V","","-","Yes","Yes","0"
"2021-07-26T12:40:10.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNPGK3G22V","11%","-","-","CCQNPGK3G22V","","-","Yes","Yes","0"
"2021-06-18T00:13:45.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNPHY0G22V","20%","-","-","CCQNPHY0G22V","","-","Yes","Yes","0"
"2021-07-26T01:19:50.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ1M6G22Y","11%","-","-","CCQNQ1M6G22Y","","-","Yes","Yes","0"
"2021-06-10T03:22:03.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ1NHG22Y","18%","-","-","CCQNQ1NHG22Y","","-","Yes","Yes","0"
"2021-08-01T06:40:04.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ1Q3G22Y","100%","-","-","CCQNQ1Q3G22Y","","-","Yes","Yes","0"
"2021-08-01T07:47:20.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ1QZG22Y","100%","-","-","CCQNQ1QZG22Y","","-","Yes","Yes","0"
"2021-06-10T02:44:09.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ1S1G22Y","27%","-","-","CCQNQ1S1G22Y","","-","Yes","Yes","0"
"2021-07-05T22:38:32.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ2G6G22Y","100%","-","-","CCQNQ2G6G22Y","","-","Yes","Yes","0"
"2021-07-27T21:44:33.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ2LVG22Y","62%","-","-","CCQNQ2LVG22Y","","-","Yes","Yes","0"
"2021-07-27T03:45:11.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ2MQG22Y","83%","-","-","CCQNQ2MQG22Y","","-","Yes","Yes","0"
"2021-07-27T21:08:42.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ2NKG22Y","75%","-","-","CCQNQ2NKG22Y","","-","Yes","Yes","0"
"2021-07-19T00:06:34.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ2PGG22Y","100%","-","-","CCQNQ2PGG22Y","","-","Yes","Yes","0"
"2021-06-10T02:44:53.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ2Q7G22Y","27%","-","-","CCQNQ2Q7G22Y","","-","Yes","Yes","0"
"2021-07-27T23:28:34.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ2Q8G22Y","87%","-","-","CCQNQ2Q8G22Y","","-","Yes","Yes","0"
"2021-06-10T03:32:05.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ2RFG22Y","62%","-","-","CCQNQ2RFG22Y","","-","Yes","Yes","1"
"2021-07-18T23:53:08.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ2S4G22Y","89%","-","-","CCQNQ2S4G22Y","","-","Yes","Yes","0"
"2021-06-10T02:52:13.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ2UJG22Y","23%","-","-","CCQNQ2UJG22Y","","-","Yes","Yes","0"
"2021-08-01T06:41:46.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ2V0G22Y","100%","-","-","CCQNQ2V0G22Y","","-","Yes","Yes","0"
"2021-08-01T03:59:05.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ2VUG22Y","100%","-","-","CCQNQ2VUG22Y","","-","Yes","Yes","0"
"2019-12-05T08:04:01.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ35DG22Y","37%","-","-","CCQNQ35DG22Y","","-","Yes","Yes","3"
"2021-07-18T20:28:48.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ386G22Y","87%","-","-","CCQNQ386G22Y","","-","Yes","Yes","1"
"2021-07-19T00:11:42.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ387G22Y","100%","-","-","CCQNQ387G22Y","","-","Yes","Yes","0"
"2021-07-29T05:07:49.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ3DYG22Y","100%","-","-","CCQNQ3DYG22Y","","-","Yes","Yes","0"
"2021-07-27T22:24:15.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ3F8G22Y","62%","-","-","CCQNQ3F8G22Y","","-","Yes","Yes","0"
"2021-06-10T03:52:49.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ3FLG22Y","54%","-","-","CCQNQ3FLG22Y","","-","Yes","Yes","1"
"2021-06-10T03:18:00.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ3JXG22Y","25%","-","-","CCQNQ3JXG22Y","","-","Yes","Yes","0"
"2021-07-27T01:31:32.000Z","Disabled","9.3.5","iPod Touch 5G","CCQNQ3QEG22Y","68%","-","-","CCQNQ3QEG22Y","","-","Yes","Yes","1"
"2021-08-01T06:54:08.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4D9KG22Q","100%","-","-","CCQP4D9KG22Q","","-","Yes","Yes","0"
"2021-08-01T07:55:04.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4D9MG22Q","99%","-","-","CCQP4D9MG22Q","","-","Yes","Yes","0"
"2021-07-29T05:10:49.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4DA5G22Q","89%","-","-","CCQP4DA5G22Q","","-","Yes","Yes","1"
"2021-07-01T05:11:01.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4DARG22Q","100%","-","-","CCQP4DARG22Q","","-","Yes","Yes","0"
"2021-07-31T06:12:15.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4ENCG22Q","100%","-","-","CCQP4ENCG22Q","","-","Yes","Yes","0"
"2021-07-05T22:29:28.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4ENJG22Q","100%","-","-","CCQP4ENJG22Q","","-","Yes","Yes","0"
"2021-07-27T04:05:09.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4ENNG22Q","75%","-","-","CCQP4ENNG22Q","","-","Yes","Yes","0"
"2021-06-10T02:48:07.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4EPDG22Q","20%","-","-","CCQP4EPDG22Q","","-","Yes","Yes","2"
"2021-07-05T22:44:46.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4EPLG22Q","100%","-","-","CCQP4EPLG22Q","","-","Yes","Yes","0"
"2021-07-27T21:09:18.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4ERTG22Q","57%","-","-","CCQP4ERTG22Q","","-","Yes","Yes","0"
"2021-07-18T23:53:00.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4EVCG22Q","86%","-","-","CCQP4EVCG22Q","","-","Yes","Yes","0"
"2021-08-01T07:37:39.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4EVGG22Q","100%","-","-","CCQP4EVGG22Q","","-","Yes","Yes","0"
"2021-07-18T23:57:17.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4EVZG22Q","100%","-","-","CCQP4EVZG22Q","","-","Yes","Yes","0"
"2021-08-01T06:54:38.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4EW3G22Q","100%","-","-","CCQP4EW3G22Q","","-","Yes","Yes","0"
"2021-08-01T06:52:06.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4EZCG22Q","100%","-","-","CCQP4EZCG22Q","","-","Yes","Yes","0"
"2021-07-01T07:47:44.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4EZDG22Q","100%","-","-","CCQP4EZDG22Q","","-","Yes","Yes","0"
"2021-06-30T13:10:07.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4EZNG22Q","100%","-","-","CCQP4EZNG22Q","","-","Yes","Yes","0"
"2021-07-09T04:32:12.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4F07G22Q","99%","-","-","CCQP4F07G22Q","","-","Yes","Yes","2"
"2021-07-18T23:57:20.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4F0KG22Q","99%","-","-","CCQP4F0KG22Q","","-","Yes","Yes","0"
"2021-07-19T00:04:30.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP4F1PG22Q","81%","-","-","CCQP4F1PG22Q","","-","Yes","Yes","0"
"2021-07-27T22:28:24.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP5CWUG22T","80%","-","-","CCQP5CWUG22T","","-","Yes","Yes","0"
"2021-07-26T12:38:13.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP5FLSG22T","12%","-","-","CCQP5FLSG22T","","-","Yes","Yes","0"
"2021-07-26T20:10:10.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP5FU0G22T","93%","-","-","CCQP5FU0G22T","","-","Yes","Yes","0"
"2021-07-27T20:37:52.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP615QG22T","87%","-","-","CCQP615QG22T","","-","Yes","Yes","0"
"2021-08-01T06:31:37.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP61A5G22T","100%","-","-","CCQP61A5G22T","","-","Yes","Yes","0"
"2021-06-10T04:07:00.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP61BQG22T","17%","-","-","CCQP61BQG22T","","-","Yes","Yes","0"
"2021-07-18T23:46:39.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP61PEG22T","99%","-","-","CCQP61PEG22T","","-","Yes","Yes","0"
"2021-07-27T20:21:36.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP61PTG22T","73%","-","-","CCQP61PTG22T","","-","Yes","Yes","0"
"2021-06-18T00:29:32.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP66FWG22T","81%","-","-","CCQP66FWG22T","","-","Yes","Yes","0"
"2021-07-19T00:13:03.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP723ZG22T","99%","-","-","CCQP723ZG22T","","-","Yes","Yes","0"
"2021-07-19T00:11:39.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP7241G22T","99%","-","-","CCQP7241G22T","","-","Yes","Yes","0"
"2021-06-09T23:14:36.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP72BKG22T","98%","-","-","CCQP72BKG22T","","-","Yes","Yes","0"
"2021-06-10T03:39:12.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP73PFG22T","100%","-","-","CCQP73PFG22T","","-","Yes","Yes","0"
"2021-08-01T06:53:33.000Z","Disabled","9.3.5","iPod Touch 5G","CCQP73Q5G22T","100%","-","-","CCQP73Q5G22T","","-","Yes","Yes","1"
