"Name","Serial","Connected","Full OS","Model","Battery","Carrier network","Tags","ICCID","Supervised?","Managed?"
"F17T99Z0HG6W","F17T99Z0HG6W","2019-11-05T21:05:50.000Z","12.3","iPhone 7","77%","-","TwilioSuperSIM","-","Yes","Yes"
"F17T98HTHG6W","F17T98HTHG6W","2019-08-25T21:17:50.000Z","12.2","iPhone 7","100%","-","TwilioSuperSIM","-","Yes","Yes"
"F17T3N88HG6W","F17T3N88HG6W","2019-05-14T17:31:14.000Z","12.2","iPhone 7","100%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"F17T2GHXHG71","F17T2GHXHG71","2019-11-06T09:19:19.000Z","12.2","iPhone 7","74%","-","TwilioSuperSIM","-","Yes","Yes"
"F17SQBDSHG71","F17SQBDSHG71","2019-05-17T20:27:32.000Z","12.2","iPhone 7","68%","-","TwilioSuperSIM","-","Yes","Yes"
"DYVJCV1ZDKPH","DYVJCV1ZDKPH","2020-05-14T07:01:49.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DYVJCS7MDKPH","DYVJCS7MDKPH","2021-06-11T04:49:38.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DYVJCREPDKPH","DYVJCREPDKPH","2020-10-17T06:45:56.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJH7BKDVGG","DYTJH7BKDVGG","2021-07-16T07:05:35.000Z","9.3.6","iPad (3rd Gen.)","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJH78QDVGG","DYTJH78QDVGG","2021-06-29T23:18:58.000Z","9.3.6","iPad (3rd Gen.)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJH6SEDVGG","DYTJH6SEDVGG","2020-05-14T05:37:46.000Z","9.3.6","iPad (3rd Gen.)","7%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJH5UUDVGG","DYTJH5UUDVGG","2021-07-26T02:34:15.000Z","9.3.6","iPad (3rd Gen.)","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJH5SWDVGG","DYTJH5SWDVGG","2021-08-01T02:51:31.000Z","9.3.6","iPad (3rd Gen.)","14%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJGAS6DVGG","DYTJGAS6DVGG","2020-05-14T06:54:13.000Z","9.3.6","iPad (3rd Gen.)","11%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJ8ZL6DKPH","DYTJ8ZL6DKPH","2021-07-18T03:03:01.000Z","9.3.5","iPad 2","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJ8T7HDKPH","DYTJ8T7HDKPH","2020-02-23T05:31:18.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJ8T5KDKPH","DYTJ8T5KDKPH","2021-05-15T21:23:12.000Z","9.3.5","iPad 2","7%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJ8S0KDKPH","DYTJ8S0KDKPH","2021-05-22T22:46:24.000Z","9.3.5","iPad 2","91%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJ8MXJDVGK","DYTJ8MXJDVGK","2021-07-23T15:31:03.000Z","9.3.6","iPad (3rd Gen.)","7%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJ6AH4DVGG","DYTJ6AH4DVGG","2021-07-18T16:34:43.000Z","9.3.6","iPad (3rd Gen.)","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJ6AGFDVGG","DYTJ6AGFDVGG","2021-08-01T01:21:13.000Z","9.3.6","iPad (3rd Gen.)","18%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJ6A8JDVGG","DYTJ6A8JDVGG","2021-08-01T02:59:40.000Z","9.3.6","iPad (3rd Gen.)","18%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJ6A84DVGG","DYTJ6A84DVGG","2021-07-12T13:34:07.000Z","9.3.6","iPad (3rd Gen.)","5%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJ66E0DVGG","DYTJ66E0DVGG","2021-08-02T12:12:01.000Z","9.3.6","iPad (3rd Gen.)","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJ60F4DVGG","DYTJ60F4DVGG","2021-07-30T00:56:53.000Z","9.3.6","iPad (3rd Gen.)","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTJ511CDVGK","DYTJ511CDVGK","2021-07-20T03:45:01.000Z","9.3.6","iPad (3rd Gen.)","7%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHTB07DVGG","DYTHTB07DVGG","2021-07-17T15:50:47.000Z","9.3.6","iPad (3rd Gen.)","5%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHTAUHDVGG","DYTHTAUHDVGG","2021-08-18T04:03:43.000Z","9.3.6","iPad (3rd Gen.)","91%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHT9TLDVGG","DYTHT9TLDVGG","2021-06-18T03:32:39.000Z","9.3.6","iPad (3rd Gen.)","86%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHT9EVDVGG","DYTHT9EVDVGG","2021-08-01T01:50:53.000Z","9.3.6","iPad (3rd Gen.)","37%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHRKNQDVGH","DYTHRKNQDVGH","2021-08-04T00:54:02.000Z","9.3.6","iPad (3rd Gen.)","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHRKJEDVGH","DYTHRKJEDVGH","2021-07-18T06:15:46.000Z","9.3.6","iPad (3rd Gen.)","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHRKC6DVGH","DYTHRKC6DVGH","2020-05-14T07:23:13.000Z","9.3.6","iPad (3rd Gen.)","7%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHRJMVDVGH","DYTHRJMVDVGH","2021-08-06T18:19:05.000Z","9.3.6","iPad (3rd Gen.)","5%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHRB42DVGH","DYTHRB42DVGH","2021-07-17T16:50:06.000Z","9.3.6","iPad (3rd Gen.)","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHRAKJDVGH","DYTHRAKJDVGH","2020-05-14T05:03:07.000Z","9.3.6","iPad (3rd Gen.)","21%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHR808DVGH","DYTHR808DVGH","2021-08-12T02:48:58.000Z","9.3.6","iPad (3rd Gen.)","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHNY6HDVGG","DYTHNY6HDVGG","2020-05-14T07:21:25.000Z","9.3.6","iPad (3rd Gen.)","7%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHNWABDVGG","DYTHNWABDVGG","2021-06-15T22:28:20.000Z","9.3.6","iPad (3rd Gen.)","93%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHNW8GDVGG","DYTHNW8GDVGG","2020-05-14T05:30:43.000Z","9.3.6","iPad (3rd Gen.)","23%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHNTNWDVGG","DYTHNTNWDVGG","2020-05-14T04:44:55.000Z","9.3.6","iPad (3rd Gen.)","31%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHNRW6DVGG","DYTHNRW6DVGG","2021-06-18T02:10:20.000Z","9.3.6","iPad (3rd Gen.)","5%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHG3P5DVGG","DYTHG3P5DVGG","2019-12-17T22:31:53.000Z","9.3.6","iPad (3rd Gen.)","3%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHG0S1DVGG","DYTHG0S1DVGG","2021-08-01T07:17:51.000Z","9.3.6","iPad (3rd Gen.)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHG0QRDVGG","DYTHG0QRDVGG","2021-07-07T00:53:58.000Z","9.3.6","iPad (3rd Gen.)","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHG0A9DVGG","DYTHG0A9DVGG","2021-08-01T03:03:26.000Z","9.3.6","iPad (3rd Gen.)","5%","-","TwilioSuperSIM","-","Yes","Yes"
"DYTHG08NDVGG","DYTHG08NDVGG","2020-03-18T00:06:36.000Z","9.3.6","iPad (3rd Gen.)","55%","-","TwilioSuperSIM","-","Yes","Yes"
"DR5J916FDKNV","DR5J916FDKNV","2021-07-06T10:15:10.000Z","9.3.5","iPad 2 (AT&T)","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DR5J8AMNDKNV","DR5J8AMNDKNV","2020-03-18T00:06:07.000Z","9.3.5","iPad 2 (AT&T)","40%","-","TwilioSuperSIM","-","Yes","Yes"
"DR5J8AB4DKNV","DR5J8AB4DKNV","2021-06-21T02:30:00.000Z","9.3.5","iPad 2 (AT&T)","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DR5J20M3DKNV","DR5J20M3DKNV","2021-06-20T05:29:58.000Z","9.3.5","iPad 2 (AT&T)","15%","-","TwilioSuperSIM","-","Yes","Yes"
"DR5J20FRDKNV","DR5J20FRDKNV","2020-05-14T05:42:53.000Z","9.3.5","iPad 2 (AT&T)","21%","-","TwilioSuperSIM","-","Yes","Yes"
"DR5HPEWNDKNV","DR5HPEWNDKNV","2020-10-17T06:46:21.000Z","9.3.5","iPad 2 (AT&T)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DR5HDSLZDKNV","DR5HDSLZDKNV","2020-05-14T05:29:44.000Z","9.3.5","iPad 2 (AT&T)","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DQVGDHBGDFJ1","DQVGDHBGDFJ1","2021-08-01T01:44:07.000Z","9.3.5","iPad 2 (AT&T)","46%","-","TwilioSuperSIM","-","Yes","Yes"
"DQVGDH3RDFJ1","DQVGDH3RDFJ1","2021-06-19T13:16:05.000Z","9.3.5","iPad 2 (AT&T)","5%","-","TwilioSuperSIM","-","Yes","Yes"
"DQVGDGCWDFJ1","DQVGDGCWDFJ1","2021-07-13T04:19:34.000Z","9.3.5","iPad 2 (AT&T)","5%","-","TwilioSuperSIM","-","Yes","Yes"
"DQVGDG2UDFJ1","DQVGDG2UDFJ1","2021-08-01T04:28:37.000Z","9.3.5","iPad 2 (AT&T)","67%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTGDQ0ZDFJ1","DQTGDQ0ZDFJ1","2021-06-28T23:04:11.000Z","9.3.5","iPad 2 (AT&T)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTGDNA9DFHW","DQTGDNA9DFHW","2021-08-01T07:32:57.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTGDA59DFHW","DQTGDA59DFHW","2021-07-15T02:06:37.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5L7CDFHW","DQTG5L7CDFHW","2021-06-11T05:00:11.000Z","9.3.5","iPad 2","57%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5KYKDFHW","DQTG5KYKDFHW","2020-03-18T00:06:10.000Z","9.3.5","iPad 2","31%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5KY4DFHW","DQTG5KY4DFHW","2021-07-06T01:33:38.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5KH0DFHW","DQTG5KH0DFHW","2020-05-14T07:00:32.000Z","9.3.5","iPad 2","98%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5KFRDFHW","DQTG5KFRDFHW","2020-05-14T05:55:47.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5KFFDFHW","DQTG5KFFDFHW","2021-08-01T06:06:30.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5KDGDFHW","DQTG5KDGDFHW","2021-07-12T08:17:44.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5KC7DFHW","DQTG5KC7DFHW","2021-05-30T23:59:44.000Z","9.3.5","iPad 2","89%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5K9RDFHW","DQTG5K9RDFHW","2021-08-01T05:06:19.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5K7TDFHW","DQTG5K7TDFHW","2021-07-11T06:12:47.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5JUJDFHW","DQTG5JUJDFHW","2020-05-14T05:27:43.000Z","9.3.5","iPad 2","33%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5JSCDFHW","DQTG5JSCDFHW","2020-05-14T05:26:31.000Z","9.3.5","iPad 2","37%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5JQMDFHW","DQTG5JQMDFHW","2021-08-01T06:54:34.000Z","9.3.5","iPad 2","86%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5JJSDFHW","DQTG5JJSDFHW","2020-03-18T00:06:26.000Z","9.3.5","iPad 2","44%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5JJ9DFHW","DQTG5JJ9DFHW","2021-06-19T02:56:49.000Z","9.3.5","iPad 2","88%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5JDGDFHW","DQTG5JDGDFHW","2020-05-14T07:13:41.000Z","9.3.5","iPad 2","15%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5JCPDFHW","DQTG5JCPDFHW","2021-08-01T07:30:22.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5JALDFHW","DQTG5JALDFHW","2021-07-27T03:11:44.000Z","9.3.5","iPad 2","51%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5J22DFHW","DQTG5J22DFHW","2020-05-14T06:58:21.000Z","9.3.5","iPad 2","14%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG52ZPDFHW","DQTG52ZPDFHW","2020-03-18T00:06:37.000Z","9.3.5","iPad 2","47%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG52WBDFHW","DQTG52WBDFHW","2021-07-24T21:31:41.000Z","9.3.5","iPad 2","2%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG52W9DFHW","DQTG52W9DFHW","2020-05-14T06:43:11.000Z","9.3.5","iPad 2","7%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG52VLDFHW","DQTG52VLDFHW","2021-07-14T14:34:37.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG52RBDFHW","DQTG52RBDFHW","2020-01-13T05:49:11.000Z","9.3.5","iPad 2","10%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5179DFHW","DQTG5179DFHW","2021-06-29T03:46:57.000Z","9.3.5","iPad 2","11%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG515SDFHW","DQTG515SDFHW","2021-07-09T06:47:51.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG512VDFHW","DQTG512VDFHW","2021-07-15T17:49:08.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG50RHDFJ2","DQTG50RHDFJ2","2021-06-20T07:58:53.000Z","9.3.5","iPad 2 (AT&T)","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG50PKDFHW","DQTG50PKDFHW","2021-07-01T08:00:30.000Z","9.3.5","iPad 2","5%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG50K6DFHW","DQTG50K6DFHW","2020-05-14T05:03:52.000Z","9.3.5","iPad 2","33%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG50H4DFHW","DQTG50H4DFHW","2020-05-14T05:39:57.000Z","9.3.5","iPad 2","5%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5089DFHW","DQTG5089DFHW","2021-08-01T07:44:29.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG5033DFHW","DQTG5033DFHW","2021-08-01T07:26:57.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG3FRRDKPH","DQTG3FRRDKPH","2021-08-01T07:31:02.000Z","9.3.5","iPad 2","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG3ANSDKPH","DQTG3ANSDKPH","2020-05-14T07:28:04.000Z","9.3.5","iPad 2","34%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG3AGFDKPH","DQTG3AGFDKPH","2021-05-22T22:45:43.000Z","9.3.5","iPad 2","88%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG3AB7DKPH","DQTG3AB7DKPH","2020-03-10T02:48:10.000Z","9.3.5","iPad 2","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG3A9WDKPH","DQTG3A9WDKPH","2020-05-14T07:06:42.000Z","9.3.5","iPad 2","9%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTG38EZDKPH","DQTG38EZDKPH","2020-05-14T07:06:42.000Z","9.3.5","iPad 2","30%","-","TwilioSuperSIM","-","Yes","Yes"
"DQTFWHG4DKPH","DQTFWHG4DKPH","2021-08-01T01:56:34.000Z","9.3.5","iPad 2","55%","-","TwilioSuperSIM","-","Yes","Yes"
"DNQTW9K6HG6W","DNQTW9K6HG6W","2019-11-05T21:27:36.000Z","12.3","iPhone 7","69%","-","TwilioSuperSIM","-","Yes","Yes"
"DNQTVLL3HG6W","DNQTVLL3HG6W","2019-11-06T01:03:10.000Z","12.3","iPhone 7","62%","-","TwilioSuperSIM","-","Yes","Yes"
"DNQSQAVRHG6W","DNQSQAVRHG6W","2019-08-25T21:19:35.000Z","12.3","iPhone 7","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DNPV9638HG6W","DNPV9638HG6W","2019-11-06T18:11:39.000Z","12.3","iPhone 7","81%","-","TwilioSuperSIM","-","Yes","Yes"
"DNPV280XHG71","DNPV280XHG71","2019-11-03T19:23:06.000Z","12.3","iPhone 7","95%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"DNPTWBG4HG6W","DNPTWBG4HG6W","2019-05-19T13:23:09.000Z","12.3","iPhone 7","75%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"DNPTVP43HG71","DNPTVP43HG71","2019-11-03T18:30:45.000Z","12.3","iPhone 7","89%","-","TwilioSuperSIM","-","Yes","Yes"
"DNPSRZP3HG71","DNPSRZP3HG71","2019-05-14T05:13:51.000Z","12.2","iPhone 7","99%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"DNPSP715HG71","DNPSP715HG71","2019-11-06T00:52:37.000Z","12.2","iPhone 7","63%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"DMRMX4CTFK10","DMRMX4CTFK10","2021-06-13T08:53:33.000Z","12.5.1","iPad Air","98%","-","TwilioSuperSIM","-","Yes","Yes"
"DMQN2HN3FK10","DMQN2HN3FK10","2021-06-10T04:30:37.000Z","12.5.1","iPad Air","51%","-","TwilioSuperSIM","-","Yes","Yes"
"DMQN2H6NFK10","DMQN2H6NFK10","2021-07-08T19:04:35.000Z","12.5.3","iPad Air","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DMQLT3N2FK10","DMQLT3N2FK10","2021-06-11T05:15:10.000Z","12.5.1","iPad Air","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DMPS73UKG5WQ","DMPS73UKG5WQ","2019-11-06T00:43:16.000Z","12.3","iPad Air 2 (Cellular)","10%","-","TwilioSuperSIM","-","Yes","Yes"
"DMPR8CHPG5YL","DMPR8CHPG5YL","2019-05-19T20:16:49.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DMPR8C4DG5YL","DMPR8C4DG5YL","2019-11-03T19:34:38.000Z","12.2","iPad Air 2 (Cellular)","100%","-","FreedomPop TwilioSuperSIM","-","Yes","Yes"
"DMPQQD9VG5WQ","DMPQQD9VG5WQ","2019-11-04T00:01:38.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DMPQQARPG5WQ","DMPQQARPG5WQ","2019-11-04T00:14:25.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DMPQCCRCG5WQ","DMPQCCRCG5WQ","2019-05-19T20:20:10.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DMPQ85NVG5YL","DMPQ85NVG5YL","2019-05-19T19:30:45.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DMPQ82KVG5WQ","DMPQ82KVG5WQ","2019-11-06T01:43:29.000Z","12.3","iPad Air 2 (Cellular)","92%","-","TwilioSuperSIM","-","Yes","Yes"
"DMPQ5C39G5YL","DMPQ5C39G5YL","2019-05-19T19:26:34.000Z","12.3","iPad Air 2 (Cellular)","86%","-","TwilioSuperSIM","-","Yes","Yes"
"DMPPP3TVG5WQ","DMPPP3TVG5WQ","2019-11-01T23:16:40.000Z","12.3","iPad Air 2 (Cellular)","1%","-","TwilioSuperSIM","-","Yes","Yes"
"DMPK2AUGF190","DMPK2AUGF190","2021-08-18T04:34:08.000Z","10.3.4","iPad (4th Gen.)","75%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPL05CG5WQ","DLXPL05CG5WQ","2019-11-04T00:17:35.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPL00VG5WQ","DLXPL00VG5WQ","2019-11-06T04:58:59.000Z","12.3","iPad Air 2 (Cellular)","88%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK16JG5WQ","DLXPK16JG5WQ","2019-11-06T18:13:51.000Z","12.3","iPad Air 2 (Cellular)","69%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK164G5WQ","DLXPK164G5WQ","2019-11-06T18:09:32.000Z","12.3","iPad Air 2 (Cellular)","89%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK15TG5WQ","DLXPK15TG5WQ","2019-11-06T09:27:46.000Z","12.3","iPad Air 2 (Cellular)","94%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK14PG5WQ","DLXPK14PG5WQ","2019-08-25T21:24:17.000Z","12.3","iPad Air 2 (Cellular)","95%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK142G5WQ","DLXPK142G5WQ","2019-11-06T04:10:34.000Z","12.3","iPad Air 2 (Cellular)","95%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK141G5WQ","DLXPK141G5WQ","2019-11-04T00:21:36.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK135G5WQ","DLXPK135G5WQ","2019-11-01T21:54:54.000Z","12.3","iPad Air 2 (Cellular)","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK12DG5WQ","DLXPK12DG5WQ","2019-11-06T18:09:32.000Z","12.3","iPad Air 2 (Cellular)","89%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK11AG5WQ","DLXPK11AG5WQ","2019-08-25T21:31:49.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK10XG5WQ","DLXPK10XG5WQ","2019-11-06T01:29:30.000Z","12.3","iPad Air 2 (Cellular)","97%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK10VG5WQ","DLXPK10VG5WQ","2019-11-01T23:21:59.000Z","12.3","iPad Air 2 (Cellular)","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0YTG5WQ","DLXPK0YTG5WQ","2019-11-04T00:03:23.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0Y6G5WQ","DLXPK0Y6G5WQ","2019-11-04T00:16:38.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0WVG5WQ","DLXPK0WVG5WQ","2019-11-01T23:16:56.000Z","12.3","iPad Air 2 (Cellular)","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0UYG5WQ","DLXPK0UYG5WQ","2019-06-01T20:23:34.000Z","12.3","iPad Air 2 (Cellular)","100%","-","","-","Yes","No"
"DLXPK0UUG5WQ","DLXPK0UUG5WQ","2019-11-03T19:31:20.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0UMG5WQ","DLXPK0UMG5WQ","2019-08-25T21:15:57.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0T6G5WQ","DLXPK0T6G5WQ","2019-11-06T10:28:15.000Z","12.3","iPad Air 2 (Cellular)","98%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0T5G5WQ","DLXPK0T5G5WQ","2019-11-06T18:09:32.000Z","12.3","iPad Air 2 (Cellular)","93%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0SPG5WQ","DLXPK0SPG5WQ","2019-05-19T20:36:59.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0RWG5WQ","DLXPK0RWG5WQ","2019-11-06T18:11:39.000Z","12.3","iPad Air 2 (Cellular)","86%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0M7G5WQ","DLXPK0M7G5WQ","2019-11-04T00:15:15.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0LGG5WQ","DLXPK0LGG5WQ","2019-11-06T18:00:09.000Z","12.3","iPad Air 2 (Cellular)","89%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0K6G5WQ","DLXPK0K6G5WQ","2019-05-19T20:27:46.000Z","12.3","iPad Air 2 (Cellular)","81%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0HYG5WQ","DLXPK0HYG5WQ","2019-11-06T04:56:38.000Z","12.4","iPad Air 2 (Cellular)","92%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0H2G5WQ","DLXPK0H2G5WQ","2019-11-03T23:58:05.000Z","12.3","iPad Air 2 (Cellular)","87%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0FLG5WQ","DLXPK0FLG5WQ","2019-11-04T00:11:05.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0F8G5WQ","DLXPK0F8G5WQ","2019-11-04T00:02:43.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0BRG5WQ","DLXPK0BRG5WQ","2019-11-01T23:20:54.000Z","12.3","iPad Air 2 (Cellular)","0%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK0BLG5WQ","DLXPK0BLG5WQ","2019-11-06T00:35:21.000Z","12.3","iPad Air 2 (Cellular)","95%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPK09RG5WQ","DLXPK09RG5WQ","2019-08-25T21:29:32.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPJ29HG5WQ","DLXPJ29HG5WQ","2019-11-04T00:21:10.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
"DLXPJ28JG5WQ","DLXPJ28JG5WQ","2019-11-04T00:20:43.000Z","12.3","iPad Air 2 (Cellular)","100%","-","TwilioSuperSIM","-","Yes","Yes"
